,strategy_return,explained_return,alpha_return
2017-09-30,0.0376144542119549,0.017384685314359296,0.0202297688975956
2017-10-31,0.0386074452576264,-0.019692648845176672,0.05830009410280307
2017-11-30,0.0356794494156453,-0.008836170267025137,0.04451561968267043
2017-12-31,0.0212185255232258,0.012507331819039697,0.008711193704186104
2018-01-31,0.0519649563108913,-0.001540209654728555,0.053505165965619855
2018-02-28,-0.0222079976280793,-0.003375508665095641,-0.01883248896298366
2018-03-31,0.0071738717483751,-0.0006567505754708344,0.007830622323845935
2018-04-30,-0.0056741581142381,0.004775713049173959,-0.01044987116341206
2018-05-31,0.064351325251874,-0.009155038069066649,0.07350636332094064
2018-06-30,0.006777953248546,-0.007960150626656892,0.014738103875202892
2018-07-31,0.0259517024141464,0.0024762694339981756,0.023475432980148224
2018-08-31,0.0635286073909772,-0.00364607247647428,0.06717467986745147
2018-09-30,-0.0030605537512036,-0.00955514292827946,0.0064945891770758594
2018-10-31,-0.0984429936997264,-0.0033092223302381846,-0.09513377136948821
2018-11-30,0.0056420194947886,-0.0008682317261123509,0.00651025122090095
2018-12-31,-0.09119008259143,-0.003666329028153421,-0.08752375356327657
2019-01-31,0.0949033517731323,-0.01132189392467961,0.10622524569781192
2019-02-28,0.0547125668799687,0.001603988134715322,0.053108578745253376
2019-03-31,0.0231356019174224,-0.02003383122890099,0.04316943314632339
2019-04-30,0.0434296239040631,0.025499230583695263,0.01793039332036784
2019-05-31,-0.0530561386752644,-0.010927190505483192,-0.04212894816978121
2019-06-30,0.0789030143309441,0.0036466664815791305,0.07525634784936497
2019-07-31,0.0123982131186191,0.02410139873329972,-0.011703185614680619
2019-08-31,-0.0002891213999199,-0.013716847719769915,0.013427726319850014
2019-09-30,0.0066682513275245,-0.010309147973894938,0.01697739930141944
2019-10-31,0.0116601392138429,-0.01081843102775838,0.02247857024160128
2019-11-30,0.035941248478952,-0.009981529126476697,0.04592277760542869
2019-12-31,0.0235903424852625,0.01525749363117868,0.008332848854083821
2020-01-31,0.0137625603537057,-0.007709290847622286,0.021471851201327986
2020-02-29,-0.0757299063854292,0.007269148964465278,-0.08299905534989448
2020-03-31,-0.1705350150508764,-0.028138338893545764,-0.14239667615733065
2020-04-30,0.1754531532305628,0.0027280704277103003,0.17272508280285248
2020-05-31,0.0902947260456944,0.0019111941599884229,0.08838353188570598
2020-06-30,0.0280541306298976,0.016558171588353675,0.011495959041543925
2020-07-31,0.0743647923122315,-0.011283644085719247,0.08564843639795075
2020-08-31,0.0494070574979865,0.007208169113586949,0.042198888384399544
2020-09-30,-0.0266416759601131,-0.0040254252775240315,-0.02261625068258907
2020-10-31,-0.0221653066530407,-0.033182947695697386,0.011017641042656685
2020-11-30,0.1513253182587774,-0.0038809868698486804,0.15520630512862607
2020-12-31,0.0590461535714439,0.020514478288259988,0.038531675283183915
2021-01-31,0.005577628617264,-0.033646890183613734,0.03922451880087773
2021-02-28,0.0603008789649484,-0.01992136627918973,0.08022224524413812
2021-03-31,0.0666439333802708,-0.0013639856220314802,0.06800791900230228
2021-04-30,0.0449441399010401,0.004130732394766532,0.04081340750627357
2021-05-31,0.017347340358744,-0.00997069178519298,0.02731803214393698
2021-06-30,0.0118411391082823,-0.0132289704686182,0.0250701095769005
2021-07-31,-0.002179178271277,0.003852679109289928,-0.0060318573805669285
2021-08-31,0.0438842510928269,0.012133133380597984,0.03175111771222891
2021-09-30,-0.0236717306707354,0.01144001103068219,-0.03511174170141759
2021-10-31,0.0657029137834093,-0.0018673555993006926,0.06757026938270999
2021-11-30,-0.0092073345192669,-0.013037979956227439,0.0038306454369605395
2021-12-31,0.0623181417132058,0.01590676977024716,0.04641137194295864
2022-01-31,-0.0218746205895179,0.00986717457761118,-0.03174179516712908
2022-02-28,0.0090677426078403,0.010381035768232698,-0.0013132931603923974
2022-03-31,0.0382776225983342,0.002647018630804277,0.03563060396752992
2022-04-30,-0.0506041204100433,0.013104631312343034,-0.06370875172238634
2022-05-31,0.0239246524408578,-0.008842174398235798,0.0327668268390936
2022-06-30,-0.1102162443067625,-0.020833956156745055,-0.08938228815001745
2022-07-31,0.0928977357259606,0.00745528468383491,0.0854424510421257
2022-08-31,0.001891222785075,-0.006522754661690184,0.008413977446765183
2022-09-30,-0.0770018566367157,-0.010506689277853158,-0.06649516735886254
2022-10-31,0.1359991866084468,-0.017341262346838242,0.15334044895528504
2022-11-30,0.0592206395493001,0.0031789750265089002,0.0560416645227912
2022-12-31,-0.0533762873638335,-0.0301795233591118,-0.0231967640047217
2023-01-31,0.059032107424871,-0.005933513337596868,0.06496562076246787
2023-02-28,-0.0117417826947657,-0.028784926540597285,0.017043143845831582
2023-03-31,-0.001455367189466,-0.003379826655395857,0.0019244594659298573
2023-04-30,0.011449930924604,-0.019281218100340964,0.030731149024944962
2023-05-31,-0.0207532248053599,-0.012261585952670687,-0.008491638852689214
2023-06-30,0.0961862615703265,-0.0035533744593980324,0.09973963602972453
2023-07-31,0.0277767673636403,-0.01002416058784745,0.03780092795148775
2023-08-31,-0.0162364890982972,-0.0038475159528125157,-0.012388973145484684
2023-09-30,-0.046613548933744,-0.016634319726780956,-0.029979229206963047
2023-10-31,-0.0192283906901352,-0.005418853531150846,-0.013809537158984354
2023-11-30,0.1178466992627066,0.009157976652266357,0.10868872261044024
