date,gross_return,net_return,turnover,transaction_cost
2016-07-31,0.04174389307084616,0.04164162034357343,0.10227272727272728,0.00010227272727272728
2016-08-31,0.007114443626132064,0.0070121708988593375,0.10227272727272727,0.00010227272727272727
2016-09-30,-0.004542010746928152,-0.004689738019655425,0.14772727272727273,0.00014772727272727274
2016-10-31,-0.029694876607420616,-0.029819876607420616,0.125,0.000125
2016-11-30,0.063310608495901,0.06316288122317373,0.1477272727272727,0.0001477272727272727
2016-12-31,0.01979668151235621,0.0196375906032653,0.1590909090909091,0.0001590909090909091
2017-01-31,0.0359027319945186,0.03570955017633678,0.19318181818181818,0.00019318181818181817
2017-02-28,0.038740270919889824,0.03860390728352619,0.13636363636363638,0.0001363636363636364
2017-03-31,0.02090143455168888,0.02083325273350706,0.06818181818181818,6.818181818181818e-05
2017-04-30,0.008041878756561364,0.007905515120197729,0.13636363636363635,0.00013636363636363637
2017-05-31,0.018085680607309147,0.017972044243672783,0.11363636363636365,0.00011363636363636365
2017-06-30,0.012462005003540475,0.012393823185358657,0.06818181818181818,6.818181818181818e-05
2017-07-31,0.030279797631867476,0.030177524904594747,0.10227272727272727,0.00010227272727272727
2017-08-31,0.002750456656225362,0.0026481839289526346,0.10227272727272727,0.00010227272727272727
2017-09-30,0.03770536330286403,0.03761445421195494,0.0909090909090909,9.09090909090909e-05
2017-10-31,0.0387097179848992,0.03860744525762647,0.10227272727272727,0.00010227272727272727
2017-11-30,0.03578172214291811,0.03567944941564538,0.10227272727272727,0.00010227272727272727
2017-12-31,0.021343525523225805,0.021218525523225805,0.125,0.000125
2018-01-31,0.052101319947254934,0.0519649563108913,0.13636363636363638,0.0001363636363636364
2018-02-28,-0.022060270355352074,-0.022207997628079346,0.14772727272727273,0.00014772727272727274
2018-03-31,0.007276144475647839,0.007173871748375112,0.10227272727272727,0.00010227272727272727
2018-04-30,-0.005560521750601821,-0.005674158114238184,0.11363636363636365,0.00011363636363636365
2018-05-31,0.06446496161551044,0.06435132525187408,0.11363636363636363,0.00011363636363636364
2018-06-30,0.0068802259758187516,0.006777953248546025,0.10227272727272727,0.00010227272727272727
2018-07-31,0.026042611505055557,0.025951702414146467,0.09090909090909091,9.090909090909092e-05
2018-08-31,0.06364224375461364,0.06352860739097728,0.11363636363636365,0.00011363636363636365
2018-09-30,-0.002935553751203644,-0.003060553751203644,0.12499999999999999,0.00012499999999999998
2018-10-31,-0.09835208460881736,-0.09844299369972645,0.09090909090909091,9.090909090909092e-05
2018-11-30,0.005789746767515957,0.005642019494788685,0.14772727272727273,0.00014772727272727274
2018-12-31,-0.09112190077324818,-0.09119008259143,0.06818181818181818,6.818181818181818e-05
2019-01-31,0.09503971540949596,0.09490335177313232,0.13636363636363635,0.00013636363636363637
2019-02-28,0.05481483960724147,0.05471256687996874,0.10227272727272727,0.00010227272727272727
2019-03-31,0.02318105646287699,0.023135601917422442,0.045454545454545456,4.545454545454546e-05
2019-04-30,0.04350916935860862,0.043429623904063165,0.07954545454545454,7.954545454545455e-05
2019-05-31,-0.052953865947991674,-0.0530561386752644,0.10227272727272727,0.00010227272727272727
2019-06-30,0.07897119614912593,0.07890301433094411,0.06818181818181818,6.818181818181818e-05
2019-07-31,0.012523213118619135,0.012398213118619135,0.125,0.000125
2019-08-31,-0.0001413941271927008,-0.00028912139991997353,0.14772727272727273,0.00014772727272727274
2019-09-30,0.006793251327524506,0.006668251327524506,0.125,0.000125
2019-10-31,0.011762411941115646,0.011660139213842919,0.10227272727272727,0.00010227272727272727
2019-11-30,0.036088975751679346,0.035941248478952074,0.1477272727272727,0.0001477272727272727
2019-12-31,0.023715342485262587,0.023590342485262587,0.12499999999999999,0.00012499999999999998
2020-01-31,0.013921651262796621,0.013762560353705712,0.15909090909090912,0.00015909090909090913
2020-02-29,-0.07561627002179291,-0.07572990638542927,0.11363636363636365,0.00011363636363636365
2020-03-31,-0.17037592414178548,-0.1705350150508764,0.1590909090909091,0.0001590909090909091
2020-04-30,0.17561224413965376,0.17545315323056285,0.15909090909090912,0.00015909090909090913
2020-05-31,0.09052199877296715,0.09029472604569443,0.2272727272727273,0.0002272727272727273
2020-06-30,0.028270039720806717,0.028054130629897627,0.2159090909090909,0.0002159090909090909
2020-07-31,0.07445570140314065,0.07436479231223156,0.09090909090909091,9.090909090909092e-05
2020-08-31,0.04953205749798656,0.04940705749798656,0.125,0.000125
2020-09-30,-0.026573494141931334,-0.026641675960113152,0.06818181818181818,6.818181818181818e-05
2020-10-31,-0.022063033925768007,-0.022165306653040735,0.10227272727272727,0.00010227272727272727
2020-11-30,0.15147304553150476,0.15132531825877749,0.1477272727272727,0.0001477272727272727
2020-12-31,0.05911433538962578,0.05904615357144396,0.06818181818181818,6.818181818181818e-05
2021-01-31,0.005645810435445847,0.005577628617264029,0.06818181818181818,6.818181818181818e-05
2021-02-28,0.06038042441949394,0.060300878964948484,0.07954545454545454,7.954545454545455e-05
2021-03-31,0.06671211519845266,0.06664393338027085,0.06818181818181818,6.818181818181818e-05
2021-04-30,0.04504641262831283,0.044944139901040105,0.10227272727272728,0.00010227272727272728
2021-05-31,0.01746097672238045,0.017347340358744086,0.11363636363636363,0.00011363636363636364
2021-06-30,0.01204568456282782,0.011841139108282366,0.20454545454545453,0.00020454545454545454
2021-07-31,-0.002031450998549799,-0.002179178271277072,0.14772727272727273,0.00014772727272727274
2021-08-31,0.04400925109282694,0.04388425109282694,0.125,0.000125
2021-09-30,-0.02358082157982631,-0.0236717306707354,0.09090909090909091,9.090909090909092e-05
2021-10-31,0.06578245923795477,0.06570291378340931,0.07954545454545454,7.954545454545455e-05
2021-11-30,-0.009116425428357808,-0.0092073345192669,0.09090909090909091,9.090909090909092e-05
2021-12-31,0.06244314171320585,0.06231814171320585,0.125,0.000125
2022-01-31,-0.02170416604406339,-0.021874620589517935,0.17045454545454547,0.00017045454545454547
2022-02-28,0.00924956078965851,0.009067742607840327,0.18181818181818182,0.00018181818181818183
2022-03-31,0.03840262259833424,0.03827762259833424,0.125,0.000125
2022-04-30,-0.05045639313731607,-0.05060412041004334,0.14772727272727273,0.00014772727272727274
2022-05-31,0.024049652440857806,0.023924652440857806,0.125,0.000125
2022-06-30,-0.11009124430676252,-0.11021624430676252,0.125,0.000125
2022-07-31,0.09296591754414242,0.0928977357259606,0.06818181818181818,6.818181818181818e-05
2022-08-31,0.0019594046032568404,0.0018912227850750223,0.06818181818181818,6.818181818181818e-05
2022-09-30,-0.07687685663671578,-0.07700185663671578,0.125,0.000125
2022-10-31,0.13612418660844677,0.1359991866084468,0.125,0.000125
2022-11-30,0.05930018500384563,0.05922063954930017,0.07954545454545454,7.954545454545455e-05
2022-12-31,-0.053285378272924414,-0.053376287363833506,0.09090909090909091,9.090909090909092e-05
2023-01-31,0.05907756197032556,0.059032107424871014,0.045454545454545456,4.545454545454546e-05
2023-02-28,-0.011650873603856691,-0.011741782694765782,0.09090909090909091,9.090909090909092e-05
2023-03-31,-0.001387185371284256,-0.001455367189466074,0.06818181818181818,6.818181818181818e-05
2023-04-30,0.011563567288240378,0.011449930924604014,0.11363636363636363,0.00011363636363636364
2023-05-31,-0.020616861168996307,-0.020753224805359943,0.13636363636363635,0.00013636363636363637
2023-06-30,0.09632262520669016,0.09618626157032652,0.13636363636363635,0.00013636363636363637
2023-07-31,0.02791313100000401,0.027776767363640376,0.13636363636363635,0.00013636363636363637
2023-08-31,-0.01610012546193358,-0.016236489098297217,0.13636363636363635,0.00013636363636363637
2023-09-30,-0.04649991257010766,-0.046613548933744024,0.11363636363636363,0.00011363636363636364
2023-10-31,-0.019114754326498843,-0.019228390690135207,0.11363636363636363,0.00011363636363636364
2023-11-30,0.11797169926270668,0.11784669926270668,0.125,0.000125
2023-12-31,0.07063052473951853,0.07053961564860944,0.09090909090909091,9.090909090909092e-05
